Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
02_DeleteCart,,,2019-07-05 15:50:50,2019-07-05 15:53:23,2m - 32.879s,PASSED
,,,,,,
Test Cases/Login/LoginTrue,,,2019-07-05 15:50:50,2019-07-05 15:51:43,52.940s,PASSED
startApplication,,,2019-07-05 15:50:51,2019-07-05 15:51:10,19.585s,PASSED
verifyElementText,,,2019-07-05 15:51:10,2019-07-05 15:51:17,6.793s,PASSED
tap,,,2019-07-05 15:51:17,2019-07-05 15:51:18,1.189s,PASSED
"Statement - For ([i = 0, i < 4, (i++)])",,,2019-07-05 15:51:18,2019-07-05 15:51:36,17.977s,PASSED
setText,,,2019-07-05 15:51:36,2019-07-05 15:51:38,1.912s,PASSED
tap,,,2019-07-05 15:51:38,2019-07-05 15:51:40,1.661s,PASSED
delay,,,2019-07-05 15:51:40,2019-07-05 15:51:43,3.044s,PASSED
verifyElementText,,,2019-07-05 15:51:43,2019-07-05 15:51:43,0.243s,PASSED
,,,,,,
Test Cases/OTP/LoginOTP,,,2019-07-05 15:51:43,2019-07-05 15:51:51,7.762s,PASSED
delay,,,2019-07-05 15:51:44,2019-07-05 15:51:47,3.008s,PASSED
tap,,,2019-07-05 15:51:47,2019-07-05 15:51:48,1.298s,PASSED
setText,,,2019-07-05 15:51:48,2019-07-05 15:51:49,1.089s,PASSED
tap,,,2019-07-05 15:51:49,2019-07-05 15:51:51,2.003s,PASSED
,,,,,,
Test Cases/Home/Reksadana/AddToCart/AddToCart,,,2019-07-05 15:51:51,2019-07-05 15:52:49,58.093s,PASSED
delay,,,2019-07-05 15:51:51,2019-07-05 15:51:54,3.019s,PASSED
tap,,,2019-07-05 15:51:54,2019-07-05 15:52:01,6.444s,PASSED
delay,,,2019-07-05 15:52:01,2019-07-05 15:52:04,3.007s,PASSED
tap,,,2019-07-05 15:52:04,2019-07-05 15:52:07,3.152s,PASSED
delay,,,2019-07-05 15:52:07,2019-07-05 15:52:10,3.006s,PASSED
tap,,,2019-07-05 15:52:10,2019-07-05 15:52:13,3.487s,PASSED
tap,,,2019-07-05 15:52:13,2019-07-05 15:52:17,3.360s,PASSED
delay,,,2019-07-05 15:52:17,2019-07-05 15:52:20,3.006s,PASSED
tap,,,2019-07-05 15:52:20,2019-07-05 15:52:21,1.024s,PASSED
tap,,,2019-07-05 15:52:21,2019-07-05 15:52:24,3.617s,PASSED
delay,,,2019-07-05 15:52:24,2019-07-05 15:52:27,3.003s,PASSED
tap,,,2019-07-05 15:52:27,2019-07-05 15:52:28,0.919s,PASSED
delay,,,2019-07-05 15:52:28,2019-07-05 15:52:31,3.009s,PASSED
tap,,,2019-07-05 15:52:31,2019-07-05 15:52:35,3.299s,PASSED
delay,,,2019-07-05 15:52:35,2019-07-05 15:52:40,5.005s,PASSED
tap,,,2019-07-05 15:52:40,2019-07-05 15:52:42,2.201s,PASSED
delay,,,2019-07-05 15:52:42,2019-07-05 15:52:44,2.006s,PASSED
verifyElementText,,,2019-07-05 15:52:44,2019-07-05 15:52:44,0.222s,PASSED
delay,,,2019-07-05 15:52:44,2019-07-05 15:52:49,5.007s,PASSED
,,,,,,
Test Cases/Home/Reksadana/AddToCart/DeleteCart,,,2019-07-05 15:52:49,2019-07-05 15:53:20,31.089s,PASSED
delay,,,2019-07-05 15:52:49,2019-07-05 15:52:54,5.007s,PASSED
tap,,,2019-07-05 15:52:54,2019-07-05 15:52:58,3.639s,PASSED
delay,,,2019-07-05 15:52:58,2019-07-05 15:53:00,2.008s,PASSED
tap,,,2019-07-05 15:53:00,2019-07-05 15:53:04,4.112s,PASSED
delay,,,2019-07-05 15:53:04,2019-07-05 15:53:06,2.007s,PASSED
tap,,,2019-07-05 15:53:06,2019-07-05 15:53:10,3.718s,PASSED
tap,,,2019-07-05 15:53:10,2019-07-05 15:53:12,2.126s,PASSED
delay,,,2019-07-05 15:53:12,2019-07-05 15:53:15,3.006s,PASSED
verifyElementText,,,2019-07-05 15:53:15,2019-07-05 15:53:15,0.329s,PASSED
delay,,,2019-07-05 15:53:15,2019-07-05 15:53:20,5.004s,PASSED
