Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
01_Filter,,,2019-07-04 16:25:12,2019-07-04 16:26:30,1m - 18.357s,ERROR
,,,,,,
Test Cases/Login/LoginTrue,,,2019-07-04 16:25:12,2019-07-04 16:26:05,52.956s,PASSED
startApplication,,,2019-07-04 16:25:13,2019-07-04 16:25:33,20.179s,PASSED
verifyElementText,,,2019-07-04 16:25:33,2019-07-04 16:25:38,5.675s,PASSED
tap,,,2019-07-04 16:25:38,2019-07-04 16:25:40,1.718s,PASSED
"Statement - For ([i = 0, i < 4, (i++)])",,,2019-07-04 16:25:40,2019-07-04 16:25:58,17.641s,PASSED
setText,,,2019-07-04 16:25:58,2019-07-04 16:26:00,2.601s,PASSED
tap,,,2019-07-04 16:26:00,2019-07-04 16:26:02,1.457s,PASSED
delay,,,2019-07-04 16:26:02,2019-07-04 16:26:05,3.060s,PASSED
verifyElementText,,,2019-07-04 16:26:05,2019-07-04 16:26:05,0.231s,PASSED
,,,,,,
Test Cases/OTP/LoginOTP,,,2019-07-04 16:26:05,2019-07-04 16:26:13,7.773s,PASSED
delay,,,2019-07-04 16:26:05,2019-07-04 16:26:08,3.006s,PASSED
tap,,,2019-07-04 16:26:08,2019-07-04 16:26:10,1.389s,PASSED
setText,,,2019-07-04 16:26:10,2019-07-04 16:26:11,1.077s,PASSED
tap,,,2019-07-04 16:26:11,2019-07-04 16:26:13,1.999s,PASSED
,,,,,,
Test Cases/Home/Reksadana/Filter/Filter,,,2019-07-04 16:26:13,2019-07-04 16:26:28,14.783s,ERROR
tap,,,2019-07-04 16:26:13,2019-07-04 16:26:18,4.941s,PASSED
delay,,,2019-07-04 16:26:18,2019-07-04 16:26:21,3.009s,PASSED
tap,,,2019-07-04 16:26:21,2019-07-04 16:26:25,3.517s,PASSED
delay,,,2019-07-04 16:26:25,2019-07-04 16:26:28,3.009s,PASSED
Statement - x = 1,,,2019-07-04 16:26:28,2019-07-04 16:26:28,0.001s,PASSED
Statement - If (x == 1),,,2019-07-04 16:26:28,2019-07-04 16:26:28,0.005s,PASSED
