Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
01_Filter,,,2019-07-04 16:31:44,2019-07-04 16:33:33,1m - 49.311s,FAILED
,,,,,,
Test Cases/Login/LoginTrue,,,2019-07-04 16:31:44,2019-07-04 16:32:36,51.496s,PASSED
startApplication,,,2019-07-04 16:31:45,2019-07-04 16:32:03,18.767s,PASSED
verifyElementText,,,2019-07-04 16:32:03,2019-07-04 16:32:10,6.266s,PASSED
tap,,,2019-07-04 16:32:10,2019-07-04 16:32:11,1.269s,PASSED
"Statement - For ([i = 0, i < 4, (i++)])",,,2019-07-04 16:32:11,2019-07-04 16:32:29,17.722s,PASSED
setText,,,2019-07-04 16:32:29,2019-07-04 16:32:31,2.014s,PASSED
tap,,,2019-07-04 16:32:31,2019-07-04 16:32:32,1.457s,PASSED
delay,,,2019-07-04 16:32:32,2019-07-04 16:32:35,3.047s,PASSED
verifyElementText,,,2019-07-04 16:32:35,2019-07-04 16:32:36,0.412s,PASSED
,,,,,,
Test Cases/OTP/LoginOTP,,,2019-07-04 16:32:36,2019-07-04 16:32:44,7.891s,PASSED
delay,,,2019-07-04 16:32:36,2019-07-04 16:32:39,3.007s,PASSED
tap,,,2019-07-04 16:32:39,2019-07-04 16:32:40,1.566s,PASSED
setText,,,2019-07-04 16:32:40,2019-07-04 16:32:41,1.070s,PASSED
tap,,,2019-07-04 16:32:41,2019-07-04 16:32:44,2.026s,PASSED
,,,,,,
Test Cases/Home/Reksadana/Filter/Filter,,,2019-07-04 16:32:44,2019-07-04 16:33:31,47.345s,FAILED
tap,,,2019-07-04 16:32:44,2019-07-04 16:32:48,4.343s,PASSED
delay,,,2019-07-04 16:32:48,2019-07-04 16:32:51,3.006s,PASSED
tap,,,2019-07-04 16:32:51,2019-07-04 16:32:57,5.281s,PASSED
delay,,,2019-07-04 16:32:57,2019-07-04 16:33:00,3.008s,PASSED
Statement - x = 1,,,2019-07-04 16:33:00,2019-07-04 16:33:00,0.000s,PASSED
Statement - If (x == 1),,,2019-07-04 16:33:00,2019-07-04 16:33:31,31.295s,FAILED
