Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
EditTujuanFinansialKu,,,2019-07-02 14:08:02,2019-07-02 14:09:20,1m - 17.701s,PASSED
,,,,,,
Test Cases/Login/LoginTrue,,,2019-07-02 14:08:03,2019-07-02 14:08:52,49.599s,PASSED
startApplication,,,2019-07-02 14:08:03,2019-07-02 14:08:23,19.564s,PASSED
verifyElementText,,,2019-07-02 14:08:23,2019-07-02 14:08:28,5.464s,PASSED
tap,,,2019-07-02 14:08:28,2019-07-02 14:08:29,1.127s,PASSED
"Statement - For ([i = 0, i < 4, (i++)])",,,2019-07-02 14:08:29,2019-07-02 14:08:44,14.888s,PASSED
setText,,,2019-07-02 14:08:44,2019-07-02 14:08:46,2.161s,PASSED
tap,,,2019-07-02 14:08:46,2019-07-02 14:08:48,1.444s,PASSED
delay,,,2019-07-02 14:08:48,2019-07-02 14:08:51,3.054s,PASSED
verifyElementText,,,2019-07-02 14:08:51,2019-07-02 14:08:52,1.405s,PASSED
,,,,,,
Test Cases/OTP/LoginOTP,,,2019-07-02 14:08:52,2019-07-02 14:09:00,8.082s,PASSED
delay,,,2019-07-02 14:08:53,2019-07-02 14:08:56,3.009s,PASSED
tap,,,2019-07-02 14:08:56,2019-07-02 14:08:57,1.595s,PASSED
setText,,,2019-07-02 14:08:57,2019-07-02 14:08:58,1.054s,PASSED
tap,,,2019-07-02 14:08:58,2019-07-02 14:09:00,2.159s,PASSED
,,,,,,
Test Cases/Home/TujuanFinansialUtamaKu/EditTujuanFinansial,,,2019-07-02 14:09:00,2019-07-02 14:09:12,12.031s,PASSED
delay,,,2019-07-02 14:09:01,2019-07-02 14:09:04,3.009s,PASSED
tap,,,2019-07-02 14:09:04,2019-07-02 14:09:08,4.649s,PASSED
delay,,,2019-07-02 14:09:08,2019-07-02 14:09:11,3.006s,PASSED
tap,,,2019-07-02 14:09:11,2019-07-02 14:09:12,1.035s,PASSED
