Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
DapatkanRekomendasi,,,2019-07-03 10:36:30,2019-07-03 10:38:12,1m - 41.957s,FAILED
,,,,,,
Test Cases/Login/LoginTrue,,,2019-07-03 10:36:30,2019-07-03 10:37:29,58.227s,PASSED
startApplication,,,2019-07-03 10:36:31,2019-07-03 10:36:53,22.066s,PASSED
verifyElementText,,,2019-07-03 10:36:53,2019-07-03 10:36:59,6.293s,PASSED
tap,,,2019-07-03 10:36:59,2019-07-03 10:37:03,3.178s,PASSED
"Statement - For ([i = 0, i < 4, (i++)])",,,2019-07-03 10:37:03,2019-07-03 10:37:21,17.967s,PASSED
setText,,,2019-07-03 10:37:21,2019-07-03 10:37:23,2.031s,PASSED
tap,,,2019-07-03 10:37:23,2019-07-03 10:37:24,1.562s,PASSED
delay,,,2019-07-03 10:37:24,2019-07-03 10:37:27,3.078s,PASSED
verifyElementText,,,2019-07-03 10:37:27,2019-07-03 10:37:29,1.409s,PASSED
,,,,,,
Test Cases/OTP/LoginOTP,,,2019-07-03 10:37:29,2019-07-03 10:37:37,8.161s,PASSED
delay,,,2019-07-03 10:37:29,2019-07-03 10:37:32,3.016s,PASSED
tap,,,2019-07-03 10:37:32,2019-07-03 10:37:33,1.572s,PASSED
setText,,,2019-07-03 10:37:33,2019-07-03 10:37:35,1.238s,PASSED
tap,,,2019-07-03 10:37:35,2019-07-03 10:37:37,2.111s,PASSED
,,,,,,
Test Cases/Home/TujuanFinansialUtamaKu/EditTujuanFinansial,,,2019-07-03 10:37:37,2019-07-03 10:37:51,14.165s,PASSED
delay,,,2019-07-03 10:37:37,2019-07-03 10:37:40,3.037s,PASSED
tap,,,2019-07-03 10:37:40,2019-07-03 10:37:47,6.402s,PASSED
delay,,,2019-07-03 10:37:47,2019-07-03 10:37:50,3.004s,PASSED
tap,,,2019-07-03 10:37:50,2019-07-03 10:37:51,1.096s,PASSED
,,,,,,
Test Cases/Home/TujuanFinansialUtamaKu/DapatkanRekomendasi,,,2019-07-03 10:37:51,2019-07-03 10:38:10,18.813s,FAILED
delay,,,2019-07-03 10:37:51,2019-07-03 10:37:54,3.006s,PASSED
setText,,,2019-07-03 10:37:54,2019-07-03 10:38:10,15.369s,FAILED
