Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
01_Consultation,,,2019-08-01 16:51:29,2019-08-01 16:53:35,2m - 6.396s,FAILED
,,,,,,
Test Cases/Login/LoginTrue,,,2019-08-01 16:51:30,2019-08-01 16:52:42,1m - 12.822s,PASSED
startApplication,,,2019-08-01 16:51:30,2019-08-01 16:52:04,34.118s,PASSED
verifyElementText,,,2019-08-01 16:52:04,2019-08-01 16:52:14,9.593s,PASSED
tap,,,2019-08-01 16:52:14,2019-08-01 16:52:21,6.773s,PASSED
"Statement - For ([i = 0, i < 4, (i++)])",,,2019-08-01 16:52:21,2019-08-01 16:52:35,14.879s,PASSED
setText,,,2019-08-01 16:52:35,2019-08-01 16:52:38,2.177s,PASSED
tap,,,2019-08-01 16:52:38,2019-08-01 16:52:39,1.525s,PASSED
delay,,,2019-08-01 16:52:39,2019-08-01 16:52:42,3.043s,PASSED
verifyElementText,,,2019-08-01 16:52:42,2019-08-01 16:52:42,0.276s,PASSED
,,,,,,
Test Cases/OTP/LoginOTP,,,2019-08-01 16:52:42,2019-08-01 16:52:51,8.027s,PASSED
delay,,,2019-08-01 16:52:43,2019-08-01 16:52:46,3.005s,PASSED
tap,,,2019-08-01 16:52:46,2019-08-01 16:52:47,1.331s,PASSED
setText,,,2019-08-01 16:52:47,2019-08-01 16:52:48,1.079s,PASSED
tap,,,2019-08-01 16:52:48,2019-08-01 16:52:51,2.379s,PASSED
,,,,,,
Test Cases/Consultation/CreateConsultation,,,2019-08-01 16:52:51,2019-08-01 16:53:33,42.976s,FAILED
delay,,,2019-08-01 16:52:51,2019-08-01 16:52:56,5.005s,PASSED
tap,,,2019-08-01 16:52:56,2019-08-01 16:52:57,1.193s,PASSED
delay,,,2019-08-01 16:52:57,2019-08-01 16:53:02,5.004s,PASSED
tap,,,2019-08-01 16:53:02,2019-08-01 16:53:33,31.380s,FAILED
