Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
01_Consultation,,,2019-08-06 16:38:16,2019-08-06 16:41:23,3m - 7.120s,FAILED
,,,,,,
Test Cases/Login/LoginTrue,,,2019-08-06 16:38:17,2019-08-06 16:39:45,1m - 28.200s,PASSED
startApplication,,,2019-08-06 16:38:17,2019-08-06 16:38:53,35.786s,PASSED
verifyElementText,,,2019-08-06 16:38:53,2019-08-06 16:38:58,4.999s,PASSED
tap,,,2019-08-06 16:38:58,2019-08-06 16:39:01,3.086s,PASSED
"Statement - For ([i = 0, i < 4, (i++)])",,,2019-08-06 16:39:01,2019-08-06 16:39:17,16.249s,PASSED
setText,,,2019-08-06 16:39:17,2019-08-06 16:39:37,19.365s,PASSED
tap,,,2019-08-06 16:39:37,2019-08-06 16:39:41,4.845s,PASSED
delay,,,2019-08-06 16:39:41,2019-08-06 16:39:44,3.041s,PASSED
verifyElementText,,,2019-08-06 16:39:44,2019-08-06 16:39:45,0.255s,PASSED
,,,,,,
Test Cases/OTP/LoginOTP,,,2019-08-06 16:39:45,2019-08-06 16:40:32,46.921s,PASSED
delay,,,2019-08-06 16:39:45,2019-08-06 16:39:48,3.006s,PASSED
tap,,,2019-08-06 16:39:48,2019-08-06 16:40:06,17.869s,PASSED
setText,,,2019-08-06 16:40:06,2019-08-06 16:40:28,22.610s,PASSED
tap,,,2019-08-06 16:40:28,2019-08-06 16:40:32,3.183s,PASSED
,,,,,,
Test Cases/Consultation/CreateConsultation,,,2019-08-06 16:40:32,2019-08-06 16:41:21,49.179s,FAILED
delay,,,2019-08-06 16:40:32,2019-08-06 16:40:37,5.027s,PASSED
tap,,,2019-08-06 16:40:37,2019-08-06 16:40:39,1.465s,PASSED
delay,,,2019-08-06 16:40:39,2019-08-06 16:40:44,5.007s,PASSED
tap,,,2019-08-06 16:40:44,2019-08-06 16:40:45,0.984s,PASSED
delay,,,2019-08-06 16:40:45,2019-08-06 16:40:50,5.006s,PASSED
tap,,,2019-08-06 16:40:50,2019-08-06 16:41:21,31.137s,FAILED
