Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
01_Filter,,,2019-07-04 16:14:27,2019-07-04 16:15:49,1m - 22.010s,PASSED
,,,,,,
Test Cases/Login/LoginTrue,,,2019-07-04 16:14:28,2019-07-04 16:15:20,52.471s,PASSED
startApplication,,,2019-07-04 16:14:28,2019-07-04 16:14:48,19.887s,PASSED
verifyElementText,,,2019-07-04 16:14:48,2019-07-04 16:14:52,4.499s,PASSED
tap,,,2019-07-04 16:14:52,2019-07-04 16:14:55,2.297s,PASSED
"Statement - For ([i = 0, i < 4, (i++)])",,,2019-07-04 16:14:55,2019-07-04 16:15:13,17.870s,PASSED
setText,,,2019-07-04 16:15:13,2019-07-04 16:15:15,1.939s,PASSED
tap,,,2019-07-04 16:15:15,2019-07-04 16:15:16,1.713s,PASSED
delay,,,2019-07-04 16:15:16,2019-07-04 16:15:19,3.048s,PASSED
verifyElementText,,,2019-07-04 16:15:19,2019-07-04 16:15:20,0.708s,PASSED
,,,,,,
Test Cases/OTP/LoginOTP,,,2019-07-04 16:15:20,2019-07-04 16:15:28,8.039s,PASSED
delay,,,2019-07-04 16:15:20,2019-07-04 16:15:23,3.016s,PASSED
tap,,,2019-07-04 16:15:23,2019-07-04 16:15:25,1.652s,PASSED
setText,,,2019-07-04 16:15:25,2019-07-04 16:15:26,1.063s,PASSED
tap,,,2019-07-04 16:15:26,2019-07-04 16:15:28,2.025s,PASSED
,,,,,,
Test Cases/Home/Reksadana/Filter/Filter,,,2019-07-04 16:15:28,2019-07-04 16:15:47,19.296s,PASSED
tap,,,2019-07-04 16:15:28,2019-07-04 16:15:33,4.389s,PASSED
delay,,,2019-07-04 16:15:33,2019-07-04 16:15:36,3.007s,PASSED
tap,,,2019-07-04 16:15:36,2019-07-04 16:15:39,2.811s,PASSED
delay,,,2019-07-04 16:15:39,2019-07-04 16:15:42,3.016s,PASSED
Statement - device_Height = com.kms.katalon.core.mobile.keyword.MobileBuiltInKeywords.getDeviceHeight(),,Get Device Height and Store in device_height variable,2019-07-04 16:15:42,2019-07-04 16:15:42,0.183s,PASSED
Statement - device_Width = com.kms.katalon.core.mobile.keyword.MobileBuiltInKeywords.getDeviceWidth(),,Get Width Height and Store in device_Width variable,2019-07-04 16:15:42,2019-07-04 16:15:42,0.195s,PASSED
Statement - startX = device_Width / 2,,Storing the startX value by dividing device width by 2. Because x coordinates are constant for Vertical Swiping,2019-07-04 16:15:42,2019-07-04 16:15:42,0.004s,PASSED
Statement - endX = startX,,Here startX and endX values are equal for vertical Swiping for that assigning startX value to endX,2019-07-04 16:15:42,2019-07-04 16:15:42,0.001s,PASSED
Statement - startY = device_Height * 0.50,,Storing the startY value,2019-07-04 16:15:42,2019-07-04 16:15:42,0.002s,PASSED
Statement - endY = device_Height * 0.90,,Storing the endY value,2019-07-04 16:15:42,2019-07-04 16:15:42,0.001s,PASSED
swipe,,Swipe Vertical from top to bottom,2019-07-04 16:15:42,2019-07-04 16:15:44,2.271s,PASSED
delay,,,2019-07-04 16:15:44,2019-07-04 16:15:47,3.013s,PASSED
