Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
02Reedem,,,2019-07-31 16:18:56,2019-07-31 16:20:59,2m - 2.500s,FAILED
,,,,,,
Test Cases/Login/LoginTrue,,,2019-07-31 16:18:57,2019-07-31 16:19:57,1m - 0.166s,PASSED
startApplication,,,2019-07-31 16:18:58,2019-07-31 16:19:29,31.183s,PASSED
verifyElementText,,,2019-07-31 16:19:29,2019-07-31 16:19:33,3.961s,PASSED
tap,,,2019-07-31 16:19:33,2019-07-31 16:19:36,2.580s,PASSED
"Statement - For ([i = 0, i < 4, (i++)])",,,2019-07-31 16:19:36,2019-07-31 16:19:51,14.986s,PASSED
setText,,,2019-07-31 16:19:51,2019-07-31 16:19:53,2.114s,PASSED
tap,,,2019-07-31 16:19:53,2019-07-31 16:19:54,1.504s,PASSED
delay,,,2019-07-31 16:19:54,2019-07-31 16:19:57,3.036s,PASSED
verifyElementText,,,2019-07-31 16:19:57,2019-07-31 16:19:57,0.200s,PASSED
,,,,,,
Test Cases/OTP/LoginOTP,,,2019-07-31 16:19:57,2019-07-31 16:20:05,7.846s,PASSED
delay,,,2019-07-31 16:19:58,2019-07-31 16:20:01,3.031s,PASSED
tap,,,2019-07-31 16:20:01,2019-07-31 16:20:02,1.571s,PASSED
setText,,,2019-07-31 16:20:02,2019-07-31 16:20:03,1.101s,PASSED
tap,,,2019-07-31 16:20:03,2019-07-31 16:20:05,1.924s,PASSED
,,,,,,
Test Cases/Home/Portfolio/Reedem,,,2019-07-31 16:20:05,2019-07-31 16:20:57,51.712s,FAILED
delay,,,2019-07-31 16:20:06,2019-07-31 16:20:11,5.006s,PASSED
tap,,,2019-07-31 16:20:11,2019-07-31 16:20:12,1.061s,PASSED
delay,,,2019-07-31 16:20:12,2019-07-31 16:20:17,5.002s,PASSED
tap,,,2019-07-31 16:20:17,2019-07-31 16:20:20,3.580s,PASSED
delay,,,2019-07-31 16:20:20,2019-07-31 16:20:25,5.010s,PASSED
tap,,,2019-07-31 16:20:25,2019-07-31 16:20:57,31.747s,FAILED
