Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
SyaratDanKetentuan,,,2019-08-20 15:40:43,2019-08-20 15:40:51,8.211s,FAILED
,,,,,,
Test Cases/Login/LoginTrue,,,2019-08-20 15:40:44,2019-08-20 15:40:44,0.745s,FAILED
startApplication,,,2019-08-20 15:40:44,2019-08-20 15:40:44,0.313s,FAILED
,,,,,,
Test Cases/OTP/LoginOTP,,,2019-08-20 15:40:44,2019-08-20 15:40:48,3.401s,FAILED
delay,,,2019-08-20 15:40:45,2019-08-20 15:40:48,3.030s,PASSED
tap,,,2019-08-20 15:40:48,2019-08-20 15:40:48,0.129s,PASSED
,,,,,,
Test Cases/Profile/SyaratDanKetentuan,,,2019-08-20 15:40:48,2019-08-20 15:40:51,3.273s,FAILED
delay,,,2019-08-20 15:40:48,2019-08-20 15:40:51,3.012s,PASSED
tap,,,2019-08-20 15:40:51,2019-08-20 15:40:51,0.012s,PASSED
