Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
01_SubscribeTrue,,,2019-07-23 15:47:08,2019-07-23 15:49:11,2m - 2.574s,PASSED
,,,,,,
Test Cases/Login/LoginTrue,,,2019-07-23 15:47:09,2019-07-23 15:48:02,53.593s,PASSED
startApplication,,,2019-07-23 15:47:09,2019-07-23 15:47:30,20.250s,PASSED
verifyElementText,,,2019-07-23 15:47:30,2019-07-23 15:47:36,6.558s,PASSED
tap,,,2019-07-23 15:47:36,2019-07-23 15:47:39,2.421s,PASSED
"Statement - For ([i = 0, i < 4, (i++)])",,,2019-07-23 15:47:39,2019-07-23 15:47:54,15.237s,PASSED
setText,,,2019-07-23 15:47:54,2019-07-23 15:47:56,2.332s,PASSED
tap,,,2019-07-23 15:47:56,2019-07-23 15:47:58,1.571s,PASSED
delay,,,2019-07-23 15:47:58,2019-07-23 15:48:01,3.045s,PASSED
verifyElementText,,,2019-07-23 15:48:01,2019-07-23 15:48:02,1.760s,PASSED
,,,,,,
Test Cases/OTP/LoginOTP,,,2019-07-23 15:48:02,2019-07-23 15:48:11,8.217s,PASSED
delay,,,2019-07-23 15:48:03,2019-07-23 15:48:06,3.011s,PASSED
tap,,,2019-07-23 15:48:06,2019-07-23 15:48:07,1.653s,PASSED
setText,,,2019-07-23 15:48:07,2019-07-23 15:48:09,1.110s,PASSED
tap,,,2019-07-23 15:48:09,2019-07-23 15:48:11,2.163s,PASSED
,,,,,,
Test Cases/Home/Reksadana/Subscribe/Subscribe,,,2019-07-23 15:48:11,2019-07-23 15:49:10,59.697s,PASSED
delay,,,2019-07-23 15:48:11,2019-07-23 15:48:18,7.018s,PASSED
tap,,,2019-07-23 15:48:18,2019-07-23 15:48:21,2.996s,PASSED
delay,,,2019-07-23 15:48:21,2019-07-23 15:48:26,5.005s,PASSED
tap,,,2019-07-23 15:48:26,2019-07-23 15:48:35,8.871s,PASSED
delay,,,2019-07-23 15:48:35,2019-07-23 15:48:40,5.020s,PASSED
tap,,,2019-07-23 15:48:40,2019-07-23 15:48:41,1.156s,PASSED
delay,,,2019-07-23 15:48:41,2019-07-23 15:48:46,5.006s,PASSED
tap,,,2019-07-23 15:48:46,2019-07-23 15:48:48,2.045s,PASSED
delay,,,2019-07-23 15:48:48,2019-07-23 15:48:53,5.009s,PASSED
tap,,,2019-07-23 15:48:53,2019-07-23 15:48:57,3.704s,PASSED
delay,,,2019-07-23 15:48:57,2019-07-23 15:49:02,5.014s,PASSED
tap,,,2019-07-23 15:49:02,2019-07-23 15:49:03,0.956s,PASSED
delay,,,2019-07-23 15:49:03,2019-07-23 15:49:05,2.007s,PASSED
tap,,,2019-07-23 15:49:05,2019-07-23 15:49:08,3.459s,PASSED
delay,,,2019-07-23 15:49:08,2019-07-23 15:49:10,2.003s,PASSED
