Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Reedem,,,2019-07-15 10:59:52,2019-07-15 11:01:54,2m - 2.711s,FAILED
,,,,,,
Test Cases/Login/LoginTrue,,,2019-07-15 10:59:52,2019-07-15 11:01:25,1m - 32.607s,FAILED
startApplication,,,2019-07-15 10:59:53,2019-07-15 11:00:19,26.536s,PASSED
verifyElementText,,,2019-07-15 11:00:19,2019-07-15 11:00:26,6.339s,PASSED
tap,,,2019-07-15 11:00:26,2019-07-15 11:00:27,1.236s,PASSED
"Statement - For ([i = 0, i < 4, (i++)])",,,2019-07-15 11:00:27,2019-07-15 11:00:46,18.758s,PASSED
setText,,,2019-07-15 11:00:46,2019-07-15 11:00:48,2.031s,PASSED
tap,,,2019-07-15 11:00:48,2019-07-15 11:00:49,1.509s,PASSED
delay,,,2019-07-15 11:00:49,2019-07-15 11:00:52,3.061s,PASSED
verifyElementText,,,2019-07-15 11:00:52,2019-07-15 11:01:25,32.616s,FAILED
,,,,,,
Test Cases/OTP/LoginOTP,,,2019-07-15 11:01:25,2019-07-15 11:01:48,23.264s,FAILED
delay,,,2019-07-15 11:01:25,2019-07-15 11:01:28,3.011s,PASSED
tap,,,2019-07-15 11:01:28,2019-07-15 11:01:48,19.857s,FAILED
,,,,,,
Test Cases/Home/Portfolio/Reedem,,,2019-07-15 11:01:48,2019-07-15 11:01:54,5.526s,FAILED
delay,,,2019-07-15 11:01:48,2019-07-15 11:01:53,5.015s,PASSED
tap,,,2019-07-15 11:01:53,2019-07-15 11:01:54,0.260s,FAILED
