Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
01_SubscribeTrue,,,2019-07-26 11:07:51,2019-07-26 11:09:51,1m - 59.352s,FAILED
,,,,,,
Test Cases/Login/LoginTrue,,,2019-07-26 11:07:52,2019-07-26 11:08:53,1m - 1.094s,PASSED
startApplication,,,2019-07-26 11:07:52,2019-07-26 11:08:23,30.449s,PASSED
verifyElementText,,,2019-07-26 11:08:23,2019-07-26 11:08:27,4.542s,PASSED
tap,,,2019-07-26 11:08:27,2019-07-26 11:08:29,1.155s,PASSED
"Statement - For ([i = 0, i < 4, (i++)])",,,2019-07-26 11:08:29,2019-07-26 11:08:44,15.753s,PASSED
setText,,,2019-07-26 11:08:44,2019-07-26 11:08:46,2.060s,PASSED
tap,,,2019-07-26 11:08:46,2019-07-26 11:08:48,1.473s,PASSED
delay,,,2019-07-26 11:08:48,2019-07-26 11:08:51,3.058s,PASSED
verifyElementText,,,2019-07-26 11:08:51,2019-07-26 11:08:53,2.073s,PASSED
,,,,,,
Test Cases/OTP/LoginOTP,,,2019-07-26 11:08:53,2019-07-26 11:09:02,8.531s,PASSED
delay,,,2019-07-26 11:08:53,2019-07-26 11:08:56,3.007s,PASSED
tap,,,2019-07-26 11:08:56,2019-07-26 11:08:58,1.423s,PASSED
setText,,,2019-07-26 11:08:58,2019-07-26 11:08:59,1.085s,PASSED
tap,,,2019-07-26 11:08:59,2019-07-26 11:09:02,2.605s,PASSED
,,,,,,
Test Cases/Home/Reksadana/Subscribe/Subscribe,,,2019-07-26 11:09:02,2019-07-26 11:09:49,47.515s,FAILED
delay,,,2019-07-26 11:09:02,2019-07-26 11:09:09,7.009s,PASSED
tap,,,2019-07-26 11:09:09,2019-07-26 11:09:12,3.490s,PASSED
delay,,,2019-07-26 11:09:12,2019-07-26 11:09:17,5.007s,PASSED
tap,,,2019-07-26 11:09:17,2019-07-26 11:09:49,31.640s,FAILED
