Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
SyaratDanKetentuan,,,2019-08-20 15:55:33,2019-08-20 15:57:06,1m - 33.440s,PASSED
,,,,,,
Test Cases/Login/LoginTrue,,,2019-08-20 15:55:33,2019-08-20 15:56:39,1m - 5.558s,PASSED
startApplication,,,2019-08-20 15:55:34,2019-08-20 15:56:07,33.033s,PASSED
verifyElementText,,,2019-08-20 15:56:07,2019-08-20 15:56:13,6.374s,PASSED
"Statement - For ([i = 0, i < 4, (i++)])",,,2019-08-20 15:56:13,2019-08-20 15:56:31,17.384s,PASSED
setText,,,2019-08-20 15:56:31,2019-08-20 15:56:33,2.376s,PASSED
tap,,,2019-08-20 15:56:33,2019-08-20 15:56:35,1.564s,PASSED
delay,,,2019-08-20 15:56:35,2019-08-20 15:56:38,3.038s,PASSED
verifyElementText,,,2019-08-20 15:56:38,2019-08-20 15:56:38,0.294s,PASSED
delay,,,2019-08-20 15:56:38,2019-08-20 15:56:39,1.013s,PASSED
,,,,,,
Test Cases/OTP/LoginOTP,,,2019-08-20 15:56:39,2019-08-20 15:56:49,9.613s,PASSED
delay,,,2019-08-20 15:56:39,2019-08-20 15:56:42,3.174s,PASSED
tap,,,2019-08-20 15:56:42,2019-08-20 15:56:44,1.407s,PASSED
setText,,,2019-08-20 15:56:44,2019-08-20 15:56:45,1.059s,PASSED
delay,,,2019-08-20 15:56:45,2019-08-20 15:56:47,2.009s,PASSED
tap,,,2019-08-20 15:56:47,2019-08-20 15:56:49,1.707s,PASSED
,,,,,,
Test Cases/Profile/SyaratDanKetentuan,,,2019-08-20 15:56:49,2019-08-20 15:57:06,17.450s,PASSED
delay,,,2019-08-20 15:56:49,2019-08-20 15:56:52,3.007s,PASSED
tap,,,2019-08-20 15:56:52,2019-08-20 15:56:53,1.387s,PASSED
delay,,,2019-08-20 15:56:53,2019-08-20 15:56:56,3.006s,PASSED
tap,,,2019-08-20 15:56:56,2019-08-20 15:57:00,3.928s,PASSED
delay,,,2019-08-20 15:57:00,2019-08-20 15:57:03,3.008s,PASSED
closeApplication,,,2019-08-20 15:57:03,2019-08-20 15:57:06,2.823s,PASSED
