Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
BeriMasukan,,,2019-08-20 14:20:35,2019-08-20 14:22:16,1m - 41.629s,FAILED
,,,,,,
Test Cases/Login/LoginTrue,,,2019-08-20 14:20:35,2019-08-20 14:21:37,1m - 1.812s,PASSED
startApplication,,,2019-08-20 14:20:36,2019-08-20 14:21:06,29.796s,PASSED
verifyElementText,,,2019-08-20 14:21:06,2019-08-20 14:21:11,5.434s,PASSED
"Statement - For ([i = 0, i < 4, (i++)])",,,2019-08-20 14:21:11,2019-08-20 14:21:29,18.157s,PASSED
setText,,,2019-08-20 14:21:29,2019-08-20 14:21:31,1.683s,PASSED
tap,,,2019-08-20 14:21:31,2019-08-20 14:21:33,1.861s,PASSED
delay,,,2019-08-20 14:21:33,2019-08-20 14:21:36,3.030s,PASSED
verifyElementText,,,2019-08-20 14:21:36,2019-08-20 14:21:36,0.206s,PASSED
delay,,,2019-08-20 14:21:36,2019-08-20 14:21:37,1.003s,PASSED
,,,,,,
Test Cases/OTP/LoginOTP,,,2019-08-20 14:21:37,2019-08-20 14:21:47,9.786s,PASSED
delay,,,2019-08-20 14:21:37,2019-08-20 14:21:40,3.005s,PASSED
tap,,,2019-08-20 14:21:40,2019-08-20 14:21:42,1.836s,PASSED
setText,,,2019-08-20 14:21:42,2019-08-20 14:21:43,1.069s,PASSED
delay,,,2019-08-20 14:21:43,2019-08-20 14:21:45,2.003s,PASSED
tap,,,2019-08-20 14:21:45,2019-08-20 14:21:47,1.705s,PASSED
,,,,,,
Test Cases/Profile/BeriMasukan,,,2019-08-20 14:21:47,2019-08-20 14:22:14,27.460s,FAILED
delay,,,2019-08-20 14:21:47,2019-08-20 14:21:50,3.006s,PASSED
tap,,,2019-08-20 14:21:50,2019-08-20 14:21:51,1.276s,PASSED
delay,,,2019-08-20 14:21:51,2019-08-20 14:21:54,3.007s,PASSED
tap,,,2019-08-20 14:21:54,2019-08-20 14:21:56,1.771s,PASSED
delay,,,2019-08-20 14:21:56,2019-08-20 14:21:59,3.004s,PASSED
setText,,,2019-08-20 14:21:59,2019-08-20 14:22:02,2.644s,PASSED
delay,,,2019-08-20 14:22:02,2019-08-20 14:22:05,3.003s,PASSED
setText,,,2019-08-20 14:22:05,2019-08-20 14:22:06,1.267s,PASSED
delay,,,2019-08-20 14:22:06,2019-08-20 14:22:09,3.005s,PASSED
setText,,,2019-08-20 14:22:09,2019-08-20 14:22:10,1.316s,PASSED
delay,,,2019-08-20 14:22:10,2019-08-20 14:22:13,3.007s,PASSED
hideKeyboard,,,2019-08-20 14:22:13,2019-08-20 14:22:14,0.891s,FAILED
