Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
01_Filter,,,2019-07-05 10:10:03,2019-07-05 10:11:28,1m - 25.600s,FAILED
,,,,,,
Test Cases/Login/LoginTrue,,,2019-07-05 10:10:04,2019-07-05 10:11:17,1m - 13.251s,PASSED
startApplication,,,2019-07-05 10:10:04,2019-07-05 10:10:42,37.866s,PASSED
verifyElementText,,,2019-07-05 10:10:42,2019-07-05 10:10:47,5.189s,PASSED
tap,,,2019-07-05 10:10:47,2019-07-05 10:10:53,5.372s,PASSED
"Statement - For ([i = 0, i < 4, (i++)])",,,2019-07-05 10:10:53,2019-07-05 10:11:10,17.392s,PASSED
setText,,,2019-07-05 10:11:10,2019-07-05 10:11:12,1.882s,PASSED
tap,,,2019-07-05 10:11:12,2019-07-05 10:11:14,1.435s,PASSED
delay,,,2019-07-05 10:11:14,2019-07-05 10:11:17,3.047s,PASSED
verifyElementText,,,2019-07-05 10:11:17,2019-07-05 10:11:17,0.331s,PASSED
,,,,,,
Test Cases/OTP/LoginOTP,,,2019-07-05 10:11:17,2019-07-05 10:11:25,7.981s,PASSED
delay,,,2019-07-05 10:11:17,2019-07-05 10:11:20,3.007s,PASSED
tap,,,2019-07-05 10:11:20,2019-07-05 10:11:22,1.585s,PASSED
setText,,,2019-07-05 10:11:22,2019-07-05 10:11:23,1.100s,PASSED
tap,,,2019-07-05 10:11:23,2019-07-05 10:11:25,2.054s,PASSED
,,,,,,
Test Cases/Home/Reksadana/Filter/Filter,,,2019-07-05 10:11:25,2019-07-05 10:11:26,1.189s,FAILED
tap,,,2019-07-05 10:11:25,2019-07-05 10:11:26,0.962s,FAILED
