Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
01Top_Up,,,2019-07-31 11:02:52,2019-07-31 11:05:58,3m - 5.958s,FAILED
,,,,,,
Test Cases/Login/LoginTrue,,,2019-07-31 11:02:53,2019-07-31 11:03:54,1m - 0.933s,PASSED
startApplication,,,2019-07-31 11:02:53,2019-07-31 11:03:25,32.244s,PASSED
verifyElementText,,,2019-07-31 11:03:25,2019-07-31 11:03:30,4.982s,PASSED
tap,,,2019-07-31 11:03:30,2019-07-31 11:03:32,1.265s,PASSED
"Statement - For ([i = 0, i < 4, (i++)])",,,2019-07-31 11:03:32,2019-07-31 11:03:47,15.113s,PASSED
setText,,,2019-07-31 11:03:47,2019-07-31 11:03:49,2.109s,PASSED
tap,,,2019-07-31 11:03:49,2019-07-31 11:03:50,1.475s,PASSED
delay,,,2019-07-31 11:03:50,2019-07-31 11:03:53,3.046s,PASSED
verifyElementText,,,2019-07-31 11:03:53,2019-07-31 11:03:54,0.303s,PASSED
,,,,,,
Test Cases/OTP/LoginOTP,,,2019-07-31 11:03:54,2019-07-31 11:04:01,7.719s,PASSED
delay,,,2019-07-31 11:03:54,2019-07-31 11:03:57,3.021s,PASSED
tap,,,2019-07-31 11:03:57,2019-07-31 11:03:58,1.300s,PASSED
setText,,,2019-07-31 11:03:58,2019-07-31 11:04:00,1.083s,PASSED
tap,,,2019-07-31 11:04:00,2019-07-31 11:04:01,1.954s,PASSED
,,,,,,
Test Cases/Home/Portfolio/TopUP,,,2019-07-31 11:04:01,2019-07-31 11:05:55,1m - 53.527s,FAILED
delay,,,2019-07-31 11:04:02,2019-07-31 11:04:07,5.007s,PASSED
tap,,,2019-07-31 11:04:07,2019-07-31 11:04:09,1.944s,PASSED
delay,,,2019-07-31 11:04:09,2019-07-31 11:04:19,10.006s,PASSED
tap,,,2019-07-31 11:04:19,2019-07-31 11:04:20,1.611s,PASSED
delay,,,2019-07-31 11:04:20,2019-07-31 11:04:25,5.004s,PASSED
tap,,,2019-07-31 11:04:25,2019-07-31 11:04:27,1.339s,PASSED
delay,,,2019-07-31 11:04:27,2019-07-31 11:04:30,3.006s,PASSED
tap,,,2019-07-31 11:04:30,2019-07-31 11:04:33,3.345s,PASSED
delay,,,2019-07-31 11:04:33,2019-07-31 11:04:38,5.007s,PASSED
tap,,,2019-07-31 11:04:38,2019-07-31 11:04:39,0.845s,PASSED
delay,,,2019-07-31 11:04:39,2019-07-31 11:04:42,3.005s,PASSED
tap,,,2019-07-31 11:04:42,2019-07-31 11:04:44,1.756s,PASSED
delay,,,2019-07-31 11:04:44,2019-07-31 11:04:49,5.005s,PASSED
tap,,,2019-07-31 11:04:49,2019-07-31 11:04:50,1.162s,PASSED
delay,,,2019-07-31 11:04:50,2019-07-31 11:04:53,3.005s,PASSED
tap,,,2019-07-31 11:04:53,2019-07-31 11:04:54,1.133s,PASSED
tap,,,2019-07-31 11:04:54,2019-07-31 11:04:57,2.830s,PASSED
delay,,,2019-07-31 11:04:57,2019-07-31 11:05:02,5.008s,PASSED
tap,,,2019-07-31 11:05:02,2019-07-31 11:05:03,1.513s,PASSED
delay,,,2019-07-31 11:05:03,2019-07-31 11:05:08,5.008s,PASSED
tap,,,2019-07-31 11:05:08,2019-07-31 11:05:12,3.348s,PASSED
delay,,,2019-07-31 11:05:12,2019-07-31 11:05:14,2.006s,PASSED
tap,,,2019-07-31 11:05:14,2019-07-31 11:05:15,1.361s,PASSED
delay,,,2019-07-31 11:05:15,2019-07-31 11:05:18,3.003s,PASSED
tap,,,2019-07-31 11:05:18,2019-07-31 11:05:20,1.737s,PASSED
setText,,,2019-07-31 11:05:20,2019-07-31 11:05:21,1.278s,PASSED
delay,,,2019-07-31 11:05:21,2019-07-31 11:05:24,3.003s,PASSED
tap,,,2019-07-31 11:05:24,2019-07-31 11:05:55,30.897s,FAILED
