Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
01_SubscribeTrue,,,2019-07-23 11:38:51,2019-07-23 11:40:23,1m - 31.614s,FAILED
,,,,,,
Test Cases/Login/LoginTrue,,,2019-07-23 11:38:52,2019-07-23 11:40:03,1m - 11.286s,FAILED
startApplication,,,2019-07-23 11:38:52,2019-07-23 11:39:12,19.413s,PASSED
verifyElementText,,,2019-07-23 11:39:12,2019-07-23 11:39:18,5.966s,PASSED
tap,,,2019-07-23 11:39:18,2019-07-23 11:39:19,1.226s,PASSED
"Statement - For ([i = 0, i < 4, (i++)])",,,2019-07-23 11:39:19,2019-07-23 11:39:32,13.198s,PASSED
setText,,,2019-07-23 11:39:32,2019-07-23 11:40:03,31.088s,FAILED
,,,,,,
Test Cases/OTP/LoginOTP,,,2019-07-23 11:40:03,2019-07-23 11:40:15,11.718s,ERROR
delay,,,2019-07-23 11:40:04,2019-07-23 11:40:07,3.025s,PASSED
tap,,,2019-07-23 11:40:07,2019-07-23 11:40:15,8.503s,PASSED
,,,,,,
Test Cases/Home/Reksadana/Subscribe/Subscribe,,,2019-07-23 11:40:15,2019-07-23 11:40:23,7.833s,ERROR
delay,,,2019-07-23 11:40:16,2019-07-23 11:40:23,7.009s,PASSED
tap,,,2019-07-23 11:40:23,2019-07-23 11:40:23,0.170s,PASSED
