Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
01_Consultation,,,2019-08-01 12:10:36,2019-08-01 12:12:37,2m - 1.280s,FAILED
,,,,,,
Test Cases/Login/LoginTrue,,,2019-08-01 12:10:37,2019-08-01 12:11:41,1m - 4.647s,PASSED
startApplication,,,2019-08-01 12:10:38,2019-08-01 12:11:13,34.814s,PASSED
verifyElementText,,,2019-08-01 12:11:13,2019-08-01 12:11:18,5.000s,PASSED
tap,,,2019-08-01 12:11:18,2019-08-01 12:11:19,1.663s,PASSED
"Statement - For ([i = 0, i < 4, (i++)])",,,2019-08-01 12:11:19,2019-08-01 12:11:34,14.893s,PASSED
setText,,,2019-08-01 12:11:34,2019-08-01 12:11:36,2.236s,PASSED
tap,,,2019-08-01 12:11:36,2019-08-01 12:11:38,1.525s,PASSED
delay,,,2019-08-01 12:11:38,2019-08-01 12:11:41,3.055s,PASSED
verifyElementText,,,2019-08-01 12:11:41,2019-08-01 12:11:41,0.222s,PASSED
,,,,,,
Test Cases/OTP/LoginOTP,,,2019-08-01 12:11:41,2019-08-01 12:11:49,8.049s,PASSED
delay,,,2019-08-01 12:11:42,2019-08-01 12:11:45,3.002s,PASSED
tap,,,2019-08-01 12:11:45,2019-08-01 12:11:46,1.277s,PASSED
setText,,,2019-08-01 12:11:46,2019-08-01 12:11:47,1.056s,PASSED
tap,,,2019-08-01 12:11:47,2019-08-01 12:11:49,2.461s,PASSED
,,,,,,
Test Cases/Consultation/CreateConsultation,,,2019-08-01 12:11:49,2019-08-01 12:12:35,45.211s,FAILED
delay,,,2019-08-01 12:11:50,2019-08-01 12:11:55,5.005s,PASSED
tap,,,2019-08-01 12:11:55,2019-08-01 12:11:58,3.371s,PASSED
delay,,,2019-08-01 12:11:58,2019-08-01 12:12:03,5.002s,PASSED
tap,,,2019-08-01 12:12:03,2019-08-01 12:12:35,31.569s,FAILED
