Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
02Reedem,,,2019-07-31 13:24:14,2019-07-31 13:26:21,2m - 7.825s,FAILED
,,,,,,
Test Cases/Login/LoginTrue,,,2019-07-31 13:24:14,2019-07-31 13:25:13,58.929s,PASSED
startApplication,,,2019-07-31 13:24:15,2019-07-31 13:24:45,30.009s,PASSED
verifyElementText,,,2019-07-31 13:24:45,2019-07-31 13:24:50,5.402s,PASSED
tap,,,2019-07-31 13:24:50,2019-07-31 13:24:51,1.148s,PASSED
"Statement - For ([i = 0, i < 4, (i++)])",,,2019-07-31 13:24:51,2019-07-31 13:25:06,15.017s,PASSED
setText,,,2019-07-31 13:25:06,2019-07-31 13:25:08,2.144s,PASSED
tap,,,2019-07-31 13:25:08,2019-07-31 13:25:10,1.492s,PASSED
delay,,,2019-07-31 13:25:10,2019-07-31 13:25:13,3.086s,PASSED
verifyElementText,,,2019-07-31 13:25:13,2019-07-31 13:25:13,0.234s,PASSED
,,,,,,
Test Cases/OTP/LoginOTP,,,2019-07-31 13:25:13,2019-07-31 13:25:21,8.216s,PASSED
delay,,,2019-07-31 13:25:13,2019-07-31 13:25:16,3.004s,PASSED
tap,,,2019-07-31 13:25:16,2019-07-31 13:25:18,1.397s,PASSED
setText,,,2019-07-31 13:25:18,2019-07-31 13:25:19,1.075s,PASSED
tap,,,2019-07-31 13:25:19,2019-07-31 13:25:21,2.447s,PASSED
,,,,,,
Test Cases/Home/Portfolio/Reedem,,,2019-07-31 13:25:21,2019-07-31 13:26:19,57.527s,FAILED
delay,,,2019-07-31 13:25:22,2019-07-31 13:25:27,5.007s,PASSED
tap,,,2019-07-31 13:25:27,2019-07-31 13:25:28,1.699s,PASSED
delay,,,2019-07-31 13:25:28,2019-07-31 13:25:38,10.013s,PASSED
tap,,,2019-07-31 13:25:38,2019-07-31 13:25:42,3.448s,PASSED
delay,,,2019-07-31 13:25:42,2019-07-31 13:25:47,5.006s,PASSED
tap,,,2019-07-31 13:25:47,2019-07-31 13:26:19,32.140s,FAILED
