Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
ReedemConfirmation,,,2019-07-15 14:27:07,2019-07-15 14:28:57,1m - 49.502s,ERROR
,,,,,,
Test Cases/Login/LoginTrue,,,2019-07-15 14:27:08,2019-07-15 14:27:58,50.629s,PASSED
startApplication,,,2019-07-15 14:27:08,2019-07-15 14:27:29,20.531s,PASSED
verifyElementText,,,2019-07-15 14:27:29,2019-07-15 14:27:33,4.382s,PASSED
tap,,,2019-07-15 14:27:33,2019-07-15 14:27:35,2.049s,PASSED
"Statement - For ([i = 0, i < 4, (i++)])",,,2019-07-15 14:27:35,2019-07-15 14:27:52,16.643s,PASSED
setText,,,2019-07-15 14:27:52,2019-07-15 14:27:54,1.835s,PASSED
tap,,,2019-07-15 14:27:54,2019-07-15 14:27:55,1.392s,PASSED
delay,,,2019-07-15 14:27:55,2019-07-15 14:27:58,3.072s,PASSED
verifyElementText,,,2019-07-15 14:27:58,2019-07-15 14:27:58,0.209s,PASSED
,,,,,,
Test Cases/OTP/LoginOTP,,,2019-07-15 14:27:58,2019-07-15 14:28:06,7.814s,PASSED
delay,,,2019-07-15 14:27:59,2019-07-15 14:28:02,3.007s,PASSED
tap,,,2019-07-15 14:28:02,2019-07-15 14:28:03,1.497s,PASSED
setText,,,2019-07-15 14:28:03,2019-07-15 14:28:04,1.046s,PASSED
tap,,,2019-07-15 14:28:04,2019-07-15 14:28:06,2.041s,PASSED
,,,,,,
Test Cases/Home/Portfolio/Reedem,,,2019-07-15 14:28:06,2019-07-15 14:28:47,40.398s,PASSED
delay,,,2019-07-15 14:28:07,2019-07-15 14:28:12,5.016s,PASSED
tap,,,2019-07-15 14:28:12,2019-07-15 14:28:14,2.449s,PASSED
delay,,,2019-07-15 14:28:14,2019-07-15 14:28:24,10.018s,PASSED
tap,,,2019-07-15 14:28:24,2019-07-15 14:28:25,1.206s,PASSED
delay,,,2019-07-15 14:28:25,2019-07-15 14:28:30,5.006s,PASSED
tap,,,2019-07-15 14:28:30,2019-07-15 14:28:32,1.792s,PASSED
delay,,,2019-07-15 14:28:32,2019-07-15 14:28:35,3.006s,PASSED
verifyElementText,,,2019-07-15 14:28:35,2019-07-15 14:28:35,0.235s,PASSED
tap,,,2019-07-15 14:28:35,2019-07-15 14:28:36,0.897s,PASSED
delay,,,2019-07-15 14:28:36,2019-07-15 14:28:39,3.007s,PASSED
verifyElementText,,,2019-07-15 14:28:39,2019-07-15 14:28:39,0.222s,PASSED
tap,,,2019-07-15 14:28:39,2019-07-15 14:28:40,0.885s,PASSED
tap,,,2019-07-15 14:28:40,2019-07-15 14:28:42,1.128s,PASSED
delay,,,2019-07-15 14:28:42,2019-07-15 14:28:47,5.008s,PASSED
,,,,,,
Test Cases/Home/Portfolio/ReedemConfirmation,,,2019-07-15 14:28:47,2019-07-15 14:28:55,8.452s,ERROR
delay,,,2019-07-15 14:28:47,2019-07-15 14:28:52,5.008s,PASSED
verifyElementText,,,2019-07-15 14:28:52,2019-07-15 14:28:52,0.274s,PASSED
delay,,,2019-07-15 14:28:52,2019-07-15 14:28:55,3.013s,PASSED
verifyElementText,,,2019-07-15 14:28:55,2019-07-15 14:28:55,0.007s,PASSED
