Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
01_AddToCart,,,2019-07-31 10:51:08,2019-07-31 10:54:03,2m - 54.804s,PASSED
,,,,,,
Test Cases/Login/LoginTrue,,,2019-07-31 10:51:09,2019-07-31 10:52:38,1m - 29.335s,PASSED
startApplication,,,2019-07-31 10:51:09,2019-07-31 10:52:04,54.853s,PASSED
verifyElementText,,,2019-07-31 10:52:04,2019-07-31 10:52:13,9.077s,PASSED
tap,,,2019-07-31 10:52:13,2019-07-31 10:52:14,1.249s,PASSED
"Statement - For ([i = 0, i < 4, (i++)])",,,2019-07-31 10:52:14,2019-07-31 10:52:29,14.911s,PASSED
setText,,,2019-07-31 10:52:29,2019-07-31 10:52:32,2.494s,PASSED
tap,,,2019-07-31 10:52:32,2019-07-31 10:52:34,1.780s,PASSED
delay,,,2019-07-31 10:52:34,2019-07-31 10:52:37,3.052s,PASSED
verifyElementText,,,2019-07-31 10:52:37,2019-07-31 10:52:38,1.443s,PASSED
,,,,,,
Test Cases/OTP/LoginOTP,,,2019-07-31 10:52:38,2019-07-31 10:52:46,7.792s,PASSED
delay,,,2019-07-31 10:52:38,2019-07-31 10:52:41,3.010s,PASSED
tap,,,2019-07-31 10:52:41,2019-07-31 10:52:43,1.488s,PASSED
setText,,,2019-07-31 10:52:43,2019-07-31 10:52:44,1.080s,PASSED
tap,,,2019-07-31 10:52:44,2019-07-31 10:52:46,1.924s,PASSED
,,,,,,
Test Cases/Home/Reksadana/AddToCart/AddToCart,,,2019-07-31 10:52:46,2019-07-31 10:54:00,1m - 14.568s,PASSED
delay,,,2019-07-31 10:52:46,2019-07-31 10:52:51,5.005s,PASSED
tap,,,2019-07-31 10:52:51,2019-07-31 10:52:54,2.324s,PASSED
delay,,,2019-07-31 10:52:54,2019-07-31 10:52:59,5.007s,PASSED
tap,,,2019-07-31 10:52:59,2019-07-31 10:53:00,1.698s,PASSED
delay,,,2019-07-31 10:53:00,2019-07-31 10:53:05,5.011s,PASSED
tap,,,2019-07-31 10:53:05,2019-07-31 10:53:06,1.001s,PASSED
delay,,,2019-07-31 10:53:06,2019-07-31 10:53:11,5.005s,PASSED
tap,,,2019-07-31 10:53:11,2019-07-31 10:53:13,1.972s,PASSED
delay,,,2019-07-31 10:53:13,2019-07-31 10:53:20,7.005s,PASSED
tap,,,2019-07-31 10:53:20,2019-07-31 10:53:22,1.527s,PASSED
delay,,,2019-07-31 10:53:22,2019-07-31 10:53:25,3.004s,PASSED
tap,,,2019-07-31 10:53:25,2019-07-31 10:53:26,0.871s,PASSED
delay,,,2019-07-31 10:53:26,2019-07-31 10:53:31,5.008s,PASSED
tap,,,2019-07-31 10:53:31,2019-07-31 10:53:32,1.561s,PASSED
delay,,,2019-07-31 10:53:32,2019-07-31 10:53:37,5.004s,PASSED
tap,,,2019-07-31 10:53:37,2019-07-31 10:53:38,1.073s,PASSED
delay,,,2019-07-31 10:53:38,2019-07-31 10:53:43,5.003s,PASSED
tap,,,2019-07-31 10:53:43,2019-07-31 10:53:45,1.934s,PASSED
delay,,,2019-07-31 10:53:45,2019-07-31 10:53:52,7.006s,PASSED
tap,,,2019-07-31 10:53:52,2019-07-31 10:53:55,3.112s,PASSED
delay,,,2019-07-31 10:53:55,2019-07-31 10:54:00,5.004s,PASSED
