Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
02Reedem,,,2019-07-31 16:22:18,2019-07-31 16:25:32,3m - 13.457s,FAILED
,,,,,,
Test Cases/Login/LoginTrue,,,2019-07-31 16:22:19,2019-07-31 16:23:58,1m - 39.073s,PASSED
startApplication,,,2019-07-31 16:22:20,2019-07-31 16:22:55,35.672s,PASSED
verifyElementText,,,2019-07-31 16:22:55,2019-07-31 16:22:59,4.120s,PASSED
tap,,,2019-07-31 16:22:59,2019-07-31 16:23:01,1.820s,PASSED
"Statement - For ([i = 0, i < 4, (i++)])",,,2019-07-31 16:23:01,2019-07-31 16:23:32,30.385s,PASSED
setText,,,2019-07-31 16:23:32,2019-07-31 16:23:45,13.610s,PASSED
tap,,,2019-07-31 16:23:45,2019-07-31 16:23:54,9.126s,PASSED
delay,,,2019-07-31 16:23:54,2019-07-31 16:23:57,3.052s,PASSED
verifyElementText,,,2019-07-31 16:23:57,2019-07-31 16:23:58,0.642s,PASSED
,,,,,,
Test Cases/OTP/LoginOTP,,,2019-07-31 16:23:58,2019-07-31 16:24:28,29.509s,PASSED
delay,,,2019-07-31 16:23:58,2019-07-31 16:24:01,3.023s,PASSED
tap,,,2019-07-31 16:24:01,2019-07-31 16:24:10,8.559s,PASSED
setText,,,2019-07-31 16:24:10,2019-07-31 16:24:26,15.675s,PASSED
tap,,,2019-07-31 16:24:26,2019-07-31 16:24:28,1.973s,PASSED
,,,,,,
Test Cases/Home/Portfolio/Reedem,,,2019-07-31 16:24:28,2019-07-31 16:25:28,1m - 0.228s,FAILED
delay,,,2019-07-31 16:24:28,2019-07-31 16:24:33,5.018s,PASSED
tap,,,2019-07-31 16:24:33,2019-07-31 16:24:34,1.043s,PASSED
delay,,,2019-07-31 16:24:34,2019-07-31 16:24:41,7.016s,PASSED
tap,,,2019-07-31 16:24:41,2019-07-31 16:24:43,1.750s,PASSED
delay,,,2019-07-31 16:24:43,2019-07-31 16:24:48,5.004s,PASSED
tap,,,2019-07-31 16:24:48,2019-07-31 16:24:51,3.422s,PASSED
delay,,,2019-07-31 16:24:51,2019-07-31 16:24:56,5.005s,PASSED
tap,,,2019-07-31 16:24:56,2019-07-31 16:25:28,31.605s,FAILED
