Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
EditTujuanFinansialKu,,,2019-07-02 14:06:23,2019-07-02 14:07:18,54.828s,FAILED
,,,,,,
Test Cases/Login/LoginTrue,,,2019-07-02 14:06:24,2019-07-02 14:07:11,47.133s,FAILED
startApplication,,,2019-07-02 14:06:25,2019-07-02 14:07:11,46.593s,FAILED
,,,,,,
Test Cases/OTP/LoginOTP,,,2019-07-02 14:07:11,2019-07-02 14:07:15,3.691s,FAILED
delay,,,2019-07-02 14:07:12,2019-07-02 14:07:15,3.123s,PASSED
tap,,,2019-07-02 14:07:15,2019-07-02 14:07:15,0.117s,PASSED
,,,,,,
Test Cases/Home/TujuanFinansialUtamaKu/EditTujuanFinansial,,,2019-07-02 14:07:15,2019-07-02 14:07:18,3.245s,FAILED
delay,,,2019-07-02 14:07:15,2019-07-02 14:07:18,3.009s,PASSED
tap,,,2019-07-02 14:07:18,2019-07-02 14:07:18,0.012s,PASSED
