Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
3_EditTujuanFinansialKu,,,2019-07-24 15:21:27,2019-07-24 15:23:00,1m - 33.224s,PASSED
,,,,,,
Test Cases/Login/LoginTrue,,,2019-07-24 15:21:28,2019-07-24 15:22:25,57.826s,PASSED
startApplication,,,2019-07-24 15:21:28,2019-07-24 15:21:53,25.391s,PASSED
verifyElementText,,,2019-07-24 15:21:53,2019-07-24 15:21:59,5.619s,PASSED
tap,,,2019-07-24 15:21:59,2019-07-24 15:22:02,2.608s,PASSED
"Statement - For ([i = 0, i < 4, (i++)])",,,2019-07-24 15:22:02,2019-07-24 15:22:17,15.159s,PASSED
setText,,,2019-07-24 15:22:17,2019-07-24 15:22:19,2.243s,PASSED
tap,,,2019-07-24 15:22:19,2019-07-24 15:22:21,1.458s,PASSED
delay,,,2019-07-24 15:22:21,2019-07-24 15:22:24,3.057s,PASSED
verifyElementText,,,2019-07-24 15:22:24,2019-07-24 15:22:25,1.837s,PASSED
,,,,,,
Test Cases/OTP/LoginOTP,,,2019-07-24 15:22:25,2019-07-24 15:22:34,8.268s,PASSED
delay,,,2019-07-24 15:22:26,2019-07-24 15:22:29,3.012s,PASSED
tap,,,2019-07-24 15:22:29,2019-07-24 15:22:30,1.686s,PASSED
setText,,,2019-07-24 15:22:30,2019-07-24 15:22:31,1.050s,PASSED
tap,,,2019-07-24 15:22:31,2019-07-24 15:22:34,2.338s,PASSED
,,,,,,
Test Cases/Home/TujuanFinansialUtamaKu/EditTujuanFinansial,,,2019-07-24 15:22:34,2019-07-24 15:22:59,24.838s,PASSED
delay,,,2019-07-24 15:22:34,2019-07-24 15:22:39,5.007s,PASSED
tap,,,2019-07-24 15:22:39,2019-07-24 15:22:41,2.324s,PASSED
delay,,,2019-07-24 15:22:41,2019-07-24 15:22:46,5.006s,PASSED
tap,,,2019-07-24 15:22:46,2019-07-24 15:22:47,0.926s,PASSED
swipe,,,2019-07-24 15:22:47,2019-07-24 15:22:50,2.965s,PASSED
delay,,,2019-07-24 15:22:50,2019-07-24 15:22:55,5.003s,PASSED
tap,,,2019-07-24 15:22:55,2019-07-24 15:22:59,3.328s,PASSED
