Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
BeriMasukan,,,2019-08-13 14:08:11,2019-08-13 14:09:43,1m - 32.365s,FAILED
,,,,,,
Test Cases/Login/LoginTrue,,,2019-08-13 14:08:12,2019-08-13 14:09:05,53.094s,PASSED
startApplication,,,2019-08-13 14:08:12,2019-08-13 14:08:35,23.124s,PASSED
verifyElementText,,,2019-08-13 14:08:35,2019-08-13 14:08:41,5.741s,PASSED
tap,,,2019-08-13 14:08:41,2019-08-13 14:08:43,1.999s,PASSED
"Statement - For ([i = 0, i < 4, (i++)])",,,2019-08-13 14:08:43,2019-08-13 14:08:58,14.887s,PASSED
setText,,,2019-08-13 14:08:58,2019-08-13 14:09:00,2.206s,PASSED
tap,,,2019-08-13 14:09:00,2019-08-13 14:09:02,1.412s,PASSED
delay,,,2019-08-13 14:09:02,2019-08-13 14:09:05,3.046s,PASSED
verifyElementText,,,2019-08-13 14:09:05,2019-08-13 14:09:05,0.177s,PASSED
,,,,,,
Test Cases/OTP/LoginOTP,,,2019-08-13 14:09:05,2019-08-13 14:09:42,37.025s,FAILED
delay,,,2019-08-13 14:09:05,2019-08-13 14:09:08,3.007s,PASSED
tap,,,2019-08-13 14:09:08,2019-08-13 14:09:10,1.624s,PASSED
setText,,,2019-08-13 14:09:10,2019-08-13 14:09:11,1.047s,PASSED
tap,,,2019-08-13 14:09:11,2019-08-13 14:09:42,31.130s,FAILED
