Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
3_EditTujuanFinansialKu,,,2019-07-24 15:16:21,2019-07-24 15:20:33,4m - 11.242s,PASSED
,,,,,,
Test Cases/Login/LoginTrue,,,2019-07-24 15:16:22,2019-07-24 15:18:31,2m - 8.719s,PASSED
startApplication,,,2019-07-24 15:16:23,2019-07-24 15:16:59,35.794s,PASSED
verifyElementText,,,2019-07-24 15:16:59,2019-07-24 15:17:06,7.255s,PASSED
tap,,,2019-07-24 15:17:06,2019-07-24 15:17:08,2.315s,PASSED
"Statement - For ([i = 0, i < 4, (i++)])",,,2019-07-24 15:17:08,2019-07-24 15:17:59,50.292s,PASSED
setText,,,2019-07-24 15:17:59,2019-07-24 15:18:13,14.277s,PASSED
tap,,,2019-07-24 15:18:13,2019-07-24 15:18:27,14.057s,PASSED
delay,,,2019-07-24 15:18:27,2019-07-24 15:18:30,3.055s,PASSED
verifyElementText,,,2019-07-24 15:18:30,2019-07-24 15:18:31,1.105s,PASSED
,,,,,,
Test Cases/OTP/LoginOTP,,,2019-07-24 15:18:31,2019-07-24 15:20:11,1m - 39.801s,PASSED
delay,,,2019-07-24 15:18:31,2019-07-24 15:18:34,3.011s,PASSED
tap,,,2019-07-24 15:18:34,2019-07-24 15:19:09,34.792s,PASSED
setText,,,2019-07-24 15:19:09,2019-07-24 15:20:00,51.087s,PASSED
tap,,,2019-07-24 15:20:00,2019-07-24 15:20:11,10.493s,PASSED
,,,,,,
Test Cases/Home/TujuanFinansialUtamaKu/EditTujuanFinansial,,,2019-07-24 15:20:11,2019-07-24 15:20:31,19.761s,PASSED
delay,,,2019-07-24 15:20:11,2019-07-24 15:20:16,5.009s,PASSED
tap,,,2019-07-24 15:20:16,2019-07-24 15:20:21,4.251s,PASSED
swipe,,,2019-07-24 15:20:21,2019-07-24 15:20:24,3.550s,PASSED
delay,,,2019-07-24 15:20:24,2019-07-24 15:20:29,5.006s,PASSED
tap,,,2019-07-24 15:20:29,2019-07-24 15:20:31,1.519s,PASSED
