Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
BeriMasukan,,,2019-08-13 13:14:05,2019-08-13 13:14:10,5.565s,FAILED
,,,,,,
Test Cases/Login/LoginTrue,,,2019-08-13 13:14:05,2019-08-13 13:14:06,0.719s,FAILED
startApplication,,,2019-08-13 13:14:06,2019-08-13 13:14:06,0.248s,FAILED
,,,,,,
Test Cases/OTP/LoginOTP,,,2019-08-13 13:14:06,2019-08-13 13:14:09,3.245s,FAILED
delay,,,2019-08-13 13:14:06,2019-08-13 13:14:09,3.028s,PASSED
tap,,,2019-08-13 13:14:09,2019-08-13 13:14:09,0.082s,PASSED
,,,,,,
Test Cases/Profile/BeriMasukan,,,2019-08-13 13:14:09,2019-08-13 13:14:10,0.990s,FAILED
acceptAlert,,,2019-08-13 13:14:09,2019-08-13 13:14:10,0.868s,FAILED
