Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Home,,,2019-08-20 13:40:42,2019-08-20 13:42:07,1m - 24.568s,PASSED
,,,,,,
Test Cases/Login/LoginTrue,,,2019-08-20 13:40:43,2019-08-20 13:41:48,1m - 5.590s,PASSED
startApplication,,,2019-08-20 13:40:43,2019-08-20 13:41:16,32.294s,PASSED
verifyElementText,,,2019-08-20 13:41:16,2019-08-20 13:41:21,5.508s,PASSED
"Statement - For ([i = 0, i < 4, (i++)])",,,2019-08-20 13:41:21,2019-08-20 13:41:40,18.937s,PASSED
setText,,,2019-08-20 13:41:40,2019-08-20 13:41:42,2.305s,PASSED
tap,,,2019-08-20 13:41:42,2019-08-20 13:41:44,1.570s,PASSED
delay,,,2019-08-20 13:41:44,2019-08-20 13:41:47,3.052s,PASSED
verifyElementText,,,2019-08-20 13:41:47,2019-08-20 13:41:47,0.425s,PASSED
delay,,,2019-08-20 13:41:47,2019-08-20 13:41:48,1.005s,PASSED
,,,,,,
Test Cases/OTP/LoginOTP,,,2019-08-20 13:41:48,2019-08-20 13:41:57,9.120s,PASSED
delay,,,2019-08-20 13:41:49,2019-08-20 13:41:52,3.007s,PASSED
tap,,,2019-08-20 13:41:52,2019-08-20 13:41:53,1.592s,PASSED
setText,,,2019-08-20 13:41:53,2019-08-20 13:41:54,1.073s,PASSED
delay,,,2019-08-20 13:41:54,2019-08-20 13:41:56,2.003s,PASSED
tap,,,2019-08-20 13:41:56,2019-08-20 13:41:57,1.211s,PASSED
,,,,,,
Test Cases/Home/Home,,,2019-08-20 13:41:57,2019-08-20 13:42:05,7.273s,PASSED
delay,,,2019-08-20 13:41:58,2019-08-20 13:42:05,7.005s,PASSED
