Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
ReedemConfirmation,,,2019-07-15 14:34:03,2019-07-15 14:35:57,1m - 53.770s,PASSED
,,,,,,
Test Cases/Login/LoginTrue,,,2019-07-15 14:34:04,2019-07-15 14:34:53,49.027s,PASSED
startApplication,,,2019-07-15 14:34:04,2019-07-15 14:34:22,17.662s,PASSED
verifyElementText,,,2019-07-15 14:34:22,2019-07-15 14:34:28,5.664s,PASSED
tap,,,2019-07-15 14:34:28,2019-07-15 14:34:29,1.295s,PASSED
"Statement - For ([i = 0, i < 4, (i++)])",,,2019-07-15 14:34:29,2019-07-15 14:34:46,17.321s,PASSED
setText,,,2019-07-15 14:34:46,2019-07-15 14:34:48,1.890s,PASSED
tap,,,2019-07-15 14:34:48,2019-07-15 14:34:49,1.416s,PASSED
delay,,,2019-07-15 14:34:49,2019-07-15 14:34:52,3.040s,PASSED
verifyElementText,,,2019-07-15 14:34:52,2019-07-15 14:34:53,0.212s,PASSED
,,,,,,
Test Cases/OTP/LoginOTP,,,2019-07-15 14:34:53,2019-07-15 14:35:01,8.227s,PASSED
delay,,,2019-07-15 14:34:53,2019-07-15 14:34:56,3.007s,PASSED
tap,,,2019-07-15 14:34:56,2019-07-15 14:34:57,1.289s,PASSED
setText,,,2019-07-15 14:34:57,2019-07-15 14:34:58,1.057s,PASSED
tap,,,2019-07-15 14:34:58,2019-07-15 14:35:01,2.592s,PASSED
,,,,,,
Test Cases/Home/Portfolio/Reedem,,,2019-07-15 14:35:01,2019-07-15 14:35:41,39.842s,PASSED
delay,,,2019-07-15 14:35:01,2019-07-15 14:35:06,5.015s,PASSED
tap,,,2019-07-15 14:35:06,2019-07-15 14:35:08,1.942s,PASSED
delay,,,2019-07-15 14:35:08,2019-07-15 14:35:18,10.023s,PASSED
tap,,,2019-07-15 14:35:18,2019-07-15 14:35:19,1.294s,PASSED
delay,,,2019-07-15 14:35:19,2019-07-15 14:35:24,5.008s,PASSED
tap,,,2019-07-15 14:35:24,2019-07-15 14:35:26,1.940s,PASSED
delay,,,2019-07-15 14:35:26,2019-07-15 14:35:29,3.006s,PASSED
verifyElementText,,,2019-07-15 14:35:29,2019-07-15 14:35:30,0.192s,PASSED
tap,,,2019-07-15 14:35:30,2019-07-15 14:35:30,0.838s,PASSED
delay,,,2019-07-15 14:35:30,2019-07-15 14:35:33,3.006s,PASSED
verifyElementText,,,2019-07-15 14:35:33,2019-07-15 14:35:34,0.207s,PASSED
tap,,,2019-07-15 14:35:34,2019-07-15 14:35:35,0.859s,PASSED
tap,,,2019-07-15 14:35:35,2019-07-15 14:35:36,1.239s,PASSED
delay,,,2019-07-15 14:35:36,2019-07-15 14:35:41,5.005s,PASSED
,,,,,,
Test Cases/Home/Portfolio/ReedemConfirmation,,,2019-07-15 14:35:41,2019-07-15 14:35:55,14.321s,PASSED
delay,,,2019-07-15 14:35:41,2019-07-15 14:35:46,5.004s,PASSED
verifyElementText,,,2019-07-15 14:35:46,2019-07-15 14:35:46,0.200s,PASSED
delay,,,2019-07-15 14:35:46,2019-07-15 14:35:49,3.004s,PASSED
tap,,,2019-07-15 14:35:49,2019-07-15 14:35:50,0.983s,PASSED
delay,,,2019-07-15 14:35:50,2019-07-15 14:35:55,5.006s,PASSED
