Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
03_EditCart,,,2019-07-24 15:54:40,2019-07-24 15:56:14,1m - 33.400s,PASSED
,,,,,,
Test Cases/Login/LoginTrue,,,2019-07-24 15:54:41,2019-07-24 15:55:33,52.141s,PASSED
startApplication,,,2019-07-24 15:54:41,2019-07-24 15:55:03,21.901s,PASSED
verifyElementText,,,2019-07-24 15:55:03,2019-07-24 15:55:09,6.032s,PASSED
tap,,,2019-07-24 15:55:09,2019-07-24 15:55:11,1.183s,PASSED
"Statement - For ([i = 0, i < 4, (i++)])",,,2019-07-24 15:55:11,2019-07-24 15:55:25,14.518s,PASSED
setText,,,2019-07-24 15:55:25,2019-07-24 15:55:27,2.017s,PASSED
tap,,,2019-07-24 15:55:27,2019-07-24 15:55:29,1.472s,PASSED
delay,,,2019-07-24 15:55:29,2019-07-24 15:55:32,3.053s,PASSED
verifyElementText,,,2019-07-24 15:55:32,2019-07-24 15:55:33,1.474s,PASSED
,,,,,,
Test Cases/OTP/LoginOTP,,,2019-07-24 15:55:33,2019-07-24 15:55:42,8.503s,PASSED
delay,,,2019-07-24 15:55:33,2019-07-24 15:55:36,3.005s,PASSED
tap,,,2019-07-24 15:55:36,2019-07-24 15:55:38,1.667s,PASSED
setText,,,2019-07-24 15:55:38,2019-07-24 15:55:39,1.076s,PASSED
tap,,,2019-07-24 15:55:39,2019-07-24 15:55:42,2.548s,PASSED
,,,,,,
Test Cases/Home/Reksadana/AddToCart/EditCart,,,2019-07-24 15:55:42,2019-07-24 15:56:12,30.472s,PASSED
delay,,,2019-07-24 15:55:42,2019-07-24 15:55:47,5.012s,PASSED
tap,,,2019-07-24 15:55:47,2019-07-24 15:55:49,2.012s,PASSED
delay,,,2019-07-24 15:55:49,2019-07-24 15:55:56,7.005s,PASSED
tap,,,2019-07-24 15:55:56,2019-07-24 15:55:57,1.490s,PASSED
delay,,,2019-07-24 15:55:57,2019-07-24 15:56:00,3.007s,PASSED
tap,,,2019-07-24 15:56:00,2019-07-24 15:56:02,1.077s,PASSED
delay,,,2019-07-24 15:56:02,2019-07-24 15:56:05,3.007s,PASSED
tap,,,2019-07-24 15:56:05,2019-07-24 15:56:07,2.538s,PASSED
delay,,,2019-07-24 15:56:07,2019-07-24 15:56:12,5.007s,PASSED
