Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
BeriMasukan,,,2019-08-13 13:44:24,2019-08-13 13:45:58,1m - 33.563s,FAILED
,,,,,,
Test Cases/Login/LoginTrue,,,2019-08-13 13:44:25,2019-08-13 13:45:18,53.598s,PASSED
startApplication,,,2019-08-13 13:44:25,2019-08-13 13:44:47,21.928s,PASSED
verifyElementText,,,2019-08-13 13:44:47,2019-08-13 13:44:54,7.172s,PASSED
tap,,,2019-08-13 13:44:54,2019-08-13 13:44:56,1.314s,PASSED
"Statement - For ([i = 0, i < 4, (i++)])",,,2019-08-13 13:44:56,2019-08-13 13:45:11,15.316s,PASSED
setText,,,2019-08-13 13:45:11,2019-08-13 13:45:13,2.220s,PASSED
tap,,,2019-08-13 13:45:13,2019-08-13 13:45:15,1.527s,PASSED
delay,,,2019-08-13 13:45:15,2019-08-13 13:45:18,3.056s,PASSED
verifyElementText,,,2019-08-13 13:45:18,2019-08-13 13:45:18,0.601s,PASSED
,,,,,,
Test Cases/OTP/LoginOTP,,,2019-08-13 13:45:18,2019-08-13 13:45:55,36.929s,FAILED
delay,,,2019-08-13 13:45:19,2019-08-13 13:45:22,3.019s,PASSED
tap,,,2019-08-13 13:45:22,2019-08-13 13:45:23,1.326s,PASSED
setText,,,2019-08-13 13:45:23,2019-08-13 13:45:24,1.061s,PASSED
tap,,,2019-08-13 13:45:24,2019-08-13 13:45:55,31.121s,FAILED
