Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
01_Consultation,,,2019-08-02 10:30:09,2019-08-02 10:32:57,2m - 48.459s,FAILED
,,,,,,
Test Cases/Login/LoginTrue,,,2019-08-02 10:30:09,2019-08-02 10:31:35,1m - 26.045s,PASSED
startApplication,,,2019-08-02 10:30:10,2019-08-02 10:31:07,57.305s,PASSED
verifyElementText,,,2019-08-02 10:31:07,2019-08-02 10:31:12,4.507s,PASSED
tap,,,2019-08-02 10:31:12,2019-08-02 10:31:13,1.464s,PASSED
"Statement - For ([i = 0, i < 4, (i++)])",,,2019-08-02 10:31:13,2019-08-02 10:31:28,15.153s,PASSED
setText,,,2019-08-02 10:31:28,2019-08-02 10:31:30,2.221s,PASSED
tap,,,2019-08-02 10:31:30,2019-08-02 10:31:32,1.491s,PASSED
delay,,,2019-08-02 10:31:32,2019-08-02 10:31:35,3.074s,PASSED
verifyElementText,,,2019-08-02 10:31:35,2019-08-02 10:31:35,0.300s,PASSED
,,,,,,
Test Cases/OTP/LoginOTP,,,2019-08-02 10:31:35,2019-08-02 10:31:43,7.875s,PASSED
delay,,,2019-08-02 10:31:36,2019-08-02 10:31:39,3.011s,PASSED
tap,,,2019-08-02 10:31:39,2019-08-02 10:31:40,1.562s,PASSED
setText,,,2019-08-02 10:31:40,2019-08-02 10:31:41,1.067s,PASSED
tap,,,2019-08-02 10:31:41,2019-08-02 10:31:43,1.961s,PASSED
,,,,,,
Test Cases/Consultation/CreateConsultation,,,2019-08-02 10:31:43,2019-08-02 10:32:54,1m - 10.600s,FAILED
delay,,,2019-08-02 10:31:44,2019-08-02 10:31:49,5.016s,PASSED
tap,,,2019-08-02 10:31:49,2019-08-02 10:31:50,1.289s,PASSED
delay,,,2019-08-02 10:31:50,2019-08-02 10:31:55,5.006s,PASSED
tap,,,2019-08-02 10:31:55,2019-08-02 10:31:57,1.539s,PASSED
delay,,,2019-08-02 10:31:57,2019-08-02 10:32:02,5.006s,PASSED
tap,,,2019-08-02 10:32:02,2019-08-02 10:32:03,1.105s,PASSED
delay,,,2019-08-02 10:32:03,2019-08-02 10:32:08,5.007s,PASSED
tap,,,2019-08-02 10:32:08,2019-08-02 10:32:09,1.709s,PASSED
delay,,,2019-08-02 10:32:09,2019-08-02 10:32:14,5.004s,PASSED
tap,,,2019-08-02 10:32:14,2019-08-02 10:32:18,3.400s,PASSED
delay,,,2019-08-02 10:32:18,2019-08-02 10:32:23,5.008s,PASSED
tap,,,2019-08-02 10:32:23,2019-08-02 10:32:54,30.962s,FAILED
