Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Home,,,2019-08-20 12:12:28,2019-08-20 12:12:47,18.579s,FAILED
,,,,,,
Test Cases/Home/Home,,,2019-08-20 12:12:29,2019-08-20 12:12:37,7.649s,PASSED
delay,,,2019-08-20 12:12:30,2019-08-20 12:12:37,7.099s,PASSED
,,,,,,
Test Cases/OTP/LoginOTP,,,2019-08-20 12:12:37,2019-08-20 12:12:41,3.535s,FAILED
delay,,,2019-08-20 12:12:37,2019-08-20 12:12:40,3.008s,PASSED
tap,,,2019-08-20 12:12:40,2019-08-20 12:12:41,0.277s,PASSED
,,,,,,
Test Cases/Login/LoginTrue,,,2019-08-20 12:12:41,2019-08-20 12:12:47,6.319s,FAILED
startApplication,,,2019-08-20 12:12:41,2019-08-20 12:12:47,6.001s,FAILED
