Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
01_SubscribeTrue,,,2019-07-03 14:48:09,2019-07-03 14:50:19,2m - 9.935s,FAILED
,,,,,,
Test Cases/Login/LoginTrue,,,2019-07-03 14:48:10,2019-07-03 14:49:19,1m - 9.860s,PASSED
startApplication,,,2019-07-03 14:48:10,2019-07-03 14:48:41,30.705s,PASSED
verifyElementText,,,2019-07-03 14:48:41,2019-07-03 14:48:49,8.055s,PASSED
tap,,,2019-07-03 14:48:49,2019-07-03 14:48:52,3.555s,PASSED
"Statement - For ([i = 0, i < 4, (i++)])",,,2019-07-03 14:48:52,2019-07-03 14:49:11,18.672s,PASSED
setText,,,2019-07-03 14:49:11,2019-07-03 14:49:13,2.400s,PASSED
tap,,,2019-07-03 14:49:13,2019-07-03 14:49:16,2.141s,PASSED
delay,,,2019-07-03 14:49:16,2019-07-03 14:49:19,3.039s,PASSED
verifyElementText,,,2019-07-03 14:49:19,2019-07-03 14:49:19,0.737s,PASSED
,,,,,,
Test Cases/OTP/LoginOTP,,,2019-07-03 14:49:19,2019-07-03 14:49:28,8.468s,PASSED
delay,,,2019-07-03 14:49:20,2019-07-03 14:49:23,3.008s,PASSED
tap,,,2019-07-03 14:49:23,2019-07-03 14:49:24,1.611s,PASSED
setText,,,2019-07-03 14:49:24,2019-07-03 14:49:26,1.382s,PASSED
tap,,,2019-07-03 14:49:26,2019-07-03 14:49:28,2.109s,PASSED
,,,,,,
Test Cases/Home/Reksadana/Subscribe/Subscribe,,,2019-07-03 14:49:28,2019-07-03 14:50:15,47.318s,FAILED
delay,,,2019-07-03 14:49:28,2019-07-03 14:49:31,3.017s,PASSED
tap,,,2019-07-03 14:49:31,2019-07-03 14:49:37,6.112s,PASSED
delay,,,2019-07-03 14:49:37,2019-07-03 14:49:40,3.006s,PASSED
tap,,,2019-07-03 14:49:40,2019-07-03 14:49:46,5.598s,PASSED
tap,,,2019-07-03 14:49:46,2019-07-03 14:49:50,3.483s,PASSED
tap,,,2019-07-03 14:49:50,2019-07-03 14:49:51,1.089s,PASSED
delay,,,2019-07-03 14:49:51,2019-07-03 14:49:54,3.007s,PASSED
tap,,,2019-07-03 14:49:54,2019-07-03 14:49:57,3.413s,PASSED
delay,,,2019-07-03 14:49:57,2019-07-03 14:50:00,3.006s,PASSED
tap,,,2019-07-03 14:50:00,2019-07-03 14:50:02,1.473s,PASSED
tap,,,2019-07-03 14:50:02,2019-07-03 14:50:06,4.242s,PASSED
tap,,,2019-07-03 14:50:06,2019-07-03 14:50:07,1.062s,PASSED
tap,,,2019-07-03 14:50:07,2019-07-03 14:50:08,1.395s,PASSED
delay,,,2019-07-03 14:50:08,2019-07-03 14:50:11,3.006s,PASSED
verifyElementText,,,2019-07-03 14:50:11,2019-07-03 14:50:11,0.244s,PASSED
delay,,,2019-07-03 14:50:11,2019-07-03 14:50:14,3.007s,PASSED
tap,,,2019-07-03 14:50:14,2019-07-03 14:50:15,0.750s,FAILED
