Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
03_EditCart,,,2019-07-24 15:52:32,2019-07-24 15:54:07,1m - 35.112s,PASSED
,,,,,,
Test Cases/Login/LoginTrue,,,2019-07-24 15:52:33,2019-07-24 15:53:26,53.183s,PASSED
startApplication,,,2019-07-24 15:52:34,2019-07-24 15:52:56,22.341s,PASSED
verifyElementText,,,2019-07-24 15:52:56,2019-07-24 15:53:01,5.412s,PASSED
tap,,,2019-07-24 15:53:01,2019-07-24 15:53:02,1.170s,PASSED
"Statement - For ([i = 0, i < 4, (i++)])",,,2019-07-24 15:53:02,2019-07-24 15:53:18,15.617s,PASSED
setText,,,2019-07-24 15:53:18,2019-07-24 15:53:20,2.099s,PASSED
tap,,,2019-07-24 15:53:20,2019-07-24 15:53:22,1.397s,PASSED
delay,,,2019-07-24 15:53:22,2019-07-24 15:53:25,3.057s,PASSED
verifyElementText,,,2019-07-24 15:53:25,2019-07-24 15:53:26,1.621s,PASSED
,,,,,,
Test Cases/OTP/LoginOTP,,,2019-07-24 15:53:26,2019-07-24 15:53:34,8.165s,PASSED
delay,,,2019-07-24 15:53:27,2019-07-24 15:53:30,3.007s,PASSED
tap,,,2019-07-24 15:53:30,2019-07-24 15:53:31,1.652s,PASSED
setText,,,2019-07-24 15:53:31,2019-07-24 15:53:32,1.050s,PASSED
tap,,,2019-07-24 15:53:32,2019-07-24 15:53:34,2.234s,PASSED
,,,,,,
Test Cases/Home/Reksadana/AddToCart/EditCart,,,2019-07-24 15:53:34,2019-07-24 15:54:06,31.251s,PASSED
delay,,,2019-07-24 15:53:35,2019-07-24 15:53:40,5.008s,PASSED
tap,,,2019-07-24 15:53:40,2019-07-24 15:53:41,1.631s,PASSED
delay,,,2019-07-24 15:53:41,2019-07-24 15:53:48,7.011s,PASSED
tap,,,2019-07-24 15:53:48,2019-07-24 15:53:50,2.045s,PASSED
delay,,,2019-07-24 15:53:50,2019-07-24 15:53:53,3.006s,PASSED
tap,,,2019-07-24 15:53:53,2019-07-24 15:53:55,1.206s,PASSED
delay,,,2019-07-24 15:53:55,2019-07-24 15:53:58,3.006s,PASSED
tap,,,2019-07-24 15:53:58,2019-07-24 15:54:01,3.088s,PASSED
delay,,,2019-07-24 15:54:01,2019-07-24 15:54:06,5.006s,PASSED
