Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
BeriMasukan,,,2019-08-19 11:14:11,2019-08-19 11:15:05,54.126s,FAILED
,,,,,,
Test Cases/Login/LoginTrue,,,2019-08-19 11:14:11,2019-08-19 11:14:56,44.771s,PASSED
"startApplication(""/Users/fundtastic/Downloads/mobile-debug (dev).apk"", true)",,,2019-08-19 11:14:11,2019-08-19 11:14:28,16.390s,PASSED
"verifyElementText(findTestObject(""LoginTrue/Mulailah berinvestasi untuk meraih mimpimu""), ""Mulailah berinvestasi untuk meraih mimpimu"")",,,2019-08-19 11:14:28,2019-08-19 11:14:32,4.452s,PASSED
"tap(findTestObject(""LoginTrue/DP_Rumah""), 0)",,,2019-08-19 11:14:32,2019-08-19 11:14:34,1.879s,PASSED
"for ([i = 0, i < 4, (i++)])",,,2019-08-19 11:14:34,2019-08-19 11:14:48,14.113s,PASSED
"setText(findTestObject(""LoginTrue/field_no_phone""), ""08777111777"", 0)",,,2019-08-19 11:14:48,2019-08-19 11:14:49,1.411s,PASSED
"tap(findTestObject(""LoginTrue/button_masuk""), 0)",,,2019-08-19 11:14:49,2019-08-19 11:14:52,2.102s,PASSED
"delay(3, STOP_ON_FAILURE)",,,2019-08-19 11:14:52,2019-08-19 11:14:55,3.023s,PASSED
"verifyElementText(findTestObject(""ObjectOTP/TextView - Verifikasi Nomor HP""), ""Verifikasi Nomor HP"")",,,2019-08-19 11:14:55,2019-08-19 11:14:55,0.131s,PASSED
"delay(1, STOP_ON_FAILURE)",,,2019-08-19 11:14:55,2019-08-19 11:14:56,1.005s,PASSED
,,,,,,
Test Cases/OTP/LoginOTP,,,2019-08-19 11:14:56,2019-08-19 11:15:04,8.379s,FAILED
"delay(3, STOP_ON_FAILURE)",,,2019-08-19 11:14:56,2019-08-19 11:14:59,3.005s,PASSED
"tap(findTestObject(""ObjectOTP/Field_OTP""), 0)",,,2019-08-19 11:14:59,2019-08-19 11:15:00,1.449s,PASSED
"setText(findTestObject(""ObjectOTP/Field_OTP""), ""8888"", 0)",,,2019-08-19 11:15:00,2019-08-19 11:15:01,1.044s,PASSED
"tap(findTestObject(""ObjectOTP/Button_Verifikasi_Sekarang""), 2)",,,2019-08-19 11:15:01,2019-08-19 11:15:04,2.767s,FAILED
