Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
01Top_Up,,,2019-07-31 11:29:53,2019-07-31 11:30:08,15.282s,FAILED
,,,,,,
Test Cases/Login/LoginTrue,,,2019-07-31 11:29:54,2019-07-31 11:30:00,5.959s,FAILED
startApplication,,,2019-07-31 11:29:54,2019-07-31 11:30:00,5.494s,FAILED
,,,,,,
Test Cases/OTP/LoginOTP,,,2019-07-31 11:30:00,2019-07-31 11:30:03,3.317s,FAILED
delay,,,2019-07-31 11:30:00,2019-07-31 11:30:03,3.045s,PASSED
tap,,,2019-07-31 11:30:03,2019-07-31 11:30:03,0.083s,PASSED
,,,,,,
Test Cases/Home/Portfolio/TopUP,,,2019-07-31 11:30:03,2019-07-31 11:30:08,5.331s,FAILED
delay,,,2019-07-31 11:30:03,2019-07-31 11:30:08,5.004s,PASSED
tap,,,2019-07-31 11:30:08,2019-07-31 11:30:08,0.025s,PASSED
